severity_score,priority_tier,sla_tier_hours,queue_size,regulatory_flag,vip_customer,channel_is_digital,hour_of_day,sla_breached
0.306,3,72,18,0,0,1,14,0
0.254,2,5,25,1,0,1,23,1
0.71,2,48,4,0,0,1,18,0
0.521,2,5,4,0,0,1,15,1
0.92,2,24,5,0,0,1,18,1
0.212,2,5,1,0,1,1,0,0
0.692,4,72,13,0,1,1,20,0
0.868,4,72,3,1,0,1,11,1
0.093,1,24,28,0,0,1,20,0
0.59,1,72,8,0,0,0,20,0
0.315,4,48,26,0,0,1,23,0
0.017,4,24,0,0,0,0,23,0
0.438,1,48,0,0,1,1,21,0
0.269,1,5,28,0,0,1,2,0
0.704,2,48,0,0,0,1,19,0
0.916,3,72,1,0,1,0,6,0
0.548,3,24,12,0,0,1,5,1
0.459,1,24,17,0,0,0,18,1
0.529,4,5,11,1,0,1,11,1
0.078,4,72,0,0,0,1,2,0
0.881,3,72,27,0,0,1,5,1
0.303,1,5,24,0,0,1,4,0
0.784,3,48,16,0,0,1,14,1
0.09,2,72,9,0,0,1,17,0
0.835,5,24,8,1,0,1,4,1
0.177,2,72,10,0,1,1,22,0
0.913,3,48,8,0,0,1,21,1
0.486,1,48,13,0,0,0,4,0
0.87,4,5,22,0,0,1,20,1
0.925,3,72,8,0,0,1,4,1
0.865,2,24,29,0,0,1,8,1
0.089,5,24,5,0,0,1,4,0
0.072,5,48,0,0,1,1,17,0
0.753,1,5,3,0,0,1,14,1
0.109,1,48,5,0,0,1,11,0
0.817,4,5,26,0,0,1,2,1
0.594,1,5,30,0,0,0,20,1
0.504,3,48,22,0,0,1,18,1
0.413,5,24,27,0,0,1,8,1
0.766,4,5,30,0,0,0,15,1
0.311,5,5,6,0,0,1,8,1
0.154,5,72,7,0,1,0,6,0
0.784,3,72,8,0,0,1,4,0
0.06,3,72,1,0,0,1,7,0
0.996,3,24,17,0,0,0,12,1
0.798,3,72,29,0,1,1,14,1
0.927,1,72,11,0,0,1,12,0
0.565,1,5,17,0,0,1,1,1
0.7,1,5,28,0,0,0,14,1
0.941,1,5,4,0,0,0,21,1
0.687,2,24,20,1,0,1,7,1
0.92,3,5,21,0,1,1,4,1
0.901,5,48,27,0,1,0,22,1
0.079,1,48,6,0,0,0,11,0
0.655,5,48,14,0,0,1,9,1
0.835,1,72,22,0,0,1,1,0
0.708,5,48,20,1,0,0,2,1
0.983,3,24,9,0,1,1,18,1
0.277,2,5,28,0,1,1,9,1
0.543,5,5,30,0,0,0,19,1
0.96,3,48,24,0,0,1,10,1
0.361,1,5,1,0,0,0,0,0
0.398,4,5,2,0,0,1,1,1
0.895,4,48,22,0,0,0,21,1
0.848,3,48,27,0,1,1,12,1
0.847,3,48,0,0,0,0,2,1
0.985,3,48,4,0,0,1,17,1
0.582,2,24,7,0,0,0,2,1
0.787,5,5,20,0,0,1,11,1
0.637,5,72,16,0,1,0,3,1
0.393,2,24,19,0,0,1,14,1
0.876,5,72,10,0,0,1,18,1
0.771,3,24,12,1,0,1,21,1
0.179,1,24,14,0,0,1,14,0
0.89,5,24,0,0,0,0,5,1
0.752,1,24,6,0,0,1,19,0
0.171,3,5,16,0,0,1,11,1
0.434,1,72,6,0,0,1,23,0
0.313,4,72,5,0,0,1,1,0
0.75,3,24,15,0,0,1,6,1
0.979,5,24,16,0,0,1,16,1
0.961,3,5,21,1,0,1,15,1
0.054,5,24,19,0,0,0,7,1
0.946,1,48,2,0,0,1,6,0
0.925,5,5,2,0,0,1,19,1
0.701,2,5,4,1,0,1,22,1
0.219,2,24,22,0,0,0,22,0
0.244,2,5,28,0,0,1,10,1
0.407,4,24,0,0,0,1,19,0
0.828,4,72,11,0,0,1,7,1
0.071,1,24,19,1,0,0,23,0
0.299,5,5,27,0,0,0,6,1
0.785,3,24,26,0,0,1,19,1
0.162,5,5,25,0,0,1,0,1
0.367,5,48,26,0,0,1,1,1
0.7,2,5,18,0,0,1,9,1
0.779,3,48,20,1,0,1,6,1
0.605,2,24,18,0,1,1,12,1
0.19,2,72,4,0,0,1,4,0
0.786,2,48,30,0,0,1,4,1
0.515,5,5,17,0,0,1,21,1
0.74,4,24,20,0,0,0,2,1
0.571,4,48,7,0,0,1,4,0
0.962,3,72,30,0,0,1,17,1
0.246,2,5,25,0,1,1,11,1
0.529,4,5,11,0,0,0,23,1
0.69,3,72,10,0,0,1,23,0
0.268,3,24,11,0,0,1,8,0
0.931,5,72,30,0,0,0,4,1
0.343,3,5,17,0,1,1,19,1
0.306,1,48,5,0,0,1,11,0
0.397,4,24,3,0,0,1,8,1
0.368,5,5,8,0,0,0,1,1
0.954,5,24,7,0,0,1,3,1
0.317,3,24,22,0,0,1,21,1
0.226,1,5,17,0,0,1,16,0
0.92,2,5,2,0,0,1,17,1
0.156,3,48,23,0,0,0,14,0
0.844,4,5,3,0,0,1,20,1
0.677,5,72,25,0,0,1,14,1
0.132,4,72,21,0,0,1,3,0
0.062,1,48,26,0,0,1,0,0
0.367,5,5,1,1,0,0,5,1
0.066,2,48,14,0,0,1,0,0
0.227,5,5,24,0,0,1,20,1
0.494,2,5,6,0,0,1,22,1
0.776,2,5,19,0,0,1,15,1
0.344,3,48,26,0,0,1,7,1
0.151,4,24,22,0,0,1,5,1
0.364,4,24,25,0,0,1,2,1
0.972,4,72,2,0,0,1,16,1
0.607,1,24,26,0,0,1,15,1
0.396,3,24,28,0,0,1,5,1
0.964,4,72,29,0,0,0,12,1
0.324,3,24,4,0,0,1,22,0
0.142,2,5,20,1,0,1,4,1
0.99,5,24,22,0,0,1,5,1
0.958,4,5,12,0,0,0,10,1
0.656,4,24,26,0,0,1,7,1
0.648,5,5,8,0,0,1,7,1
0.669,2,48,24,0,0,1,21,1
0.775,2,72,21,1,0,1,7,1
0.72,3,72,2,0,0,1,11,0
0.569,2,5,11,1,0,1,2,1
0.918,3,48,13,0,0,1,18,1
0.592,2,48,14,0,0,1,15,0
0.811,1,48,5,0,0,1,19,0
0.496,2,5,4,0,0,1,22,1
0.947,4,72,17,0,0,1,16,1
0.074,4,72,28,0,1,1,5,0
0.652,1,72,30,0,0,1,19,0
0.545,3,24,26,0,0,1,18,1
0.698,3,24,3,0,0,1,9,1
0.954,5,48,5,0,0,1,18,1
0.842,3,72,25,0,0,1,14,1
0.284,1,5,0,0,0,1,9,0
0.665,4,72,12,0,0,1,9,0
0.089,2,72,28,0,0,1,10,0
0.407,3,48,22,0,0,1,12,0
0.565,5,24,30,0,1,0,18,1
0.137,4,24,10,0,0,1,23,0
0.368,1,24,16,0,0,1,9,0
0.078,3,48,29,0,0,0,10,0
0.349,3,72,21,0,0,1,8,0
0.942,3,24,9,0,0,0,9,1
0.396,5,24,24,0,0,0,8,1
0.451,2,48,28,0,1,0,21,0
0.171,2,5,18,0,0,1,15,0
0.219,5,48,3,0,0,1,18,0
0.061,2,5,27,0,1,1,16,0
0.287,4,48,10,0,0,0,4,0
0.01,3,48,18,0,0,0,4,0
0.223,1,5,4,0,0,1,3,0
0.864,3,72,27,0,0,1,10,1
0.628,4,5,17,0,0,1,18,1
0.944,3,48,17,0,0,1,12,1
0.072,5,48,1,0,0,1,13,0
0.671,2,5,27,0,0,1,8,1
0.656,1,48,7,0,0,1,23,0
0.801,4,5,1,0,0,0,10,1
0.897,5,48,12,0,0,1,20,1
0.663,4,72,28,0,0,1,1,1
0.841,1,24,7,0,0,1,1,1
0.815,5,48,13,0,0,0,23,1
0.922,2,24,6,0,0,1,7,1
0.016,3,72,18,0,0,0,7,0
0.197,4,72,14,1,0,1,13,0
0.365,1,72,27,0,0,1,11,0
0.315,1,24,8,0,0,1,5,0
0.735,5,48,26,0,0,1,22,1
0.792,1,24,17,0,1,0,18,1
0.797,1,5,14,0,0,1,4,1
0.881,1,72,26,0,0,0,21,0
0.463,1,72,20,0,0,0,13,0
0.787,5,24,29,0,0,1,7,1
0.92,2,72,20,0,0,0,5,1
0.599,5,48,12,0,0,1,16,1
0.147,2,72,7,0,0,0,2,0
0.1,1,5,1,1,0,1,7,0
0.983,5,72,25,0,0,1,2,1
0.049,4,48,22,1,0,1,4,0
0.588,5,48,22,0,0,1,3,1
0.173,2,72,30,0,0,1,14,0
0.021,3,24,4,1,0,1,21,0
0.591,4,24,29,0,0,1,6,1
0.29,3,72,28,0,1,1,16,0
0.599,3,5,8,0,0,1,11,1
0.378,5,48,2,0,0,1,21,0
0.257,2,72,13,0,0,0,19,0
0.414,3,24,14,0,0,0,5,0
0.567,1,72,2,0,0,1,19,0
0.654,5,24,4,0,0,1,13,1
0.152,3,48,24,0,0,1,7,0
0.72,2,72,5,0,0,1,5,0
0.377,3,48,19,0,0,1,3,0
0.724,2,5,1,0,0,0,22,1
0.064,1,24,27,0,0,1,2,0
0.296,1,48,17,0,0,1,15,0
0.298,1,5,24,0,0,1,17,1
0.309,3,24,26,0,1,0,5,1
0.502,4,72,20,0,0,1,10,0
0.96,4,48,30,0,0,0,3,1
0.724,2,48,21,0,0,1,13,1
0.179,2,24,0,0,1,1,19,0
0.217,1,48,23,0,0,0,22,0
0.09,5,72,4,0,0,1,19,0
0.691,1,24,16,0,0,1,1,1
0.432,4,5,23,0,0,1,0,1
0.197,2,48,6,0,0,1,10,0
0.327,2,48,7,0,0,1,0,0
0.553,2,72,26,0,0,0,19,0
0.451,5,72,5,0,0,0,7,0
0.556,2,72,21,0,0,1,15,0
0.747,5,48,20,1,0,1,12,1
0.455,2,72,17,0,0,1,2,0
0.664,2,24,28,0,0,1,17,1
0.731,2,48,28,0,0,1,2,1
0.325,1,72,30,0,0,1,1,0
0.629,3,24,0,0,0,1,20,0
0.247,1,24,14,0,0,1,16,0
0.352,5,72,18,0,0,1,9,0
0.497,1,24,22,0,0,0,12,1
0.764,5,48,18,0,0,1,9,1
0.593,2,48,10,0,0,1,20,0
0.444,3,24,18,0,1,1,15,1
0.617,4,48,2,0,0,1,0,0
0.553,5,72,9,0,0,1,21,0
0.571,4,48,2,0,0,1,16,0
0.113,4,24,9,0,0,1,6,0
0.582,5,5,12,0,0,1,9,1
0.792,2,72,28,1,0,1,1,1
0.14,4,5,12,0,0,0,0,0
0.179,5,48,11,0,0,1,17,0
0.19,1,48,15,0,0,1,19,0
0.474,1,48,13,0,0,1,14,0
0.915,1,5,6,1,0,1,21,1
0.592,5,48,20,0,0,0,12,1
0.558,5,24,26,0,0,0,9,1
0.569,5,72,29,0,1,1,15,1
0.878,1,5,3,0,0,1,22,1
0.231,3,48,30,0,0,1,1,0
0.274,3,72,17,0,0,0,5,0
0.039,2,24,3,0,0,1,15,0
0.932,2,24,30,0,0,1,7,1
0.635,3,72,25,1,0,1,12,1
0.289,3,48,19,0,0,1,7,0
0.313,4,5,4,0,0,1,5,1
0.862,5,5,0,0,0,1,2,1
0.068,4,24,29,0,0,0,15,1
0.772,5,24,19,0,0,1,17,1
0.181,3,24,21,0,0,0,3,0
0.977,3,72,11,0,0,1,1,1
0.637,3,48,19,1,0,1,15,1
0.366,2,48,24,0,0,1,23,0
0.296,4,5,11,0,0,0,14,1
0.289,5,24,1,0,0,1,7,1
0.53,4,5,27,0,0,1,20,1
0.601,2,72,29,1,0,1,5,0
0.557,3,24,15,0,0,1,17,1
0.316,1,48,5,0,0,1,21,0
0.327,2,72,25,0,0,1,18,0
0.356,4,24,9,0,0,1,15,1
0.379,2,72,18,0,0,1,12,0
0.605,3,72,20,0,0,0,1,0
0.575,1,5,3,1,0,1,7,1
0.531,2,48,5,1,0,1,21,0
0.905,2,48,12,0,0,0,9,1
0.939,5,72,18,0,0,0,11,1
0.89,3,48,24,0,0,1,18,1
0.143,4,72,23,0,0,1,20,0
0.82,3,24,20,0,0,0,14,1
0.328,5,48,29,0,0,0,8,1
0.206,4,24,16,0,0,1,5,0
0.638,2,48,24,0,0,0,18,1
0.986,4,5,8,0,0,1,0,1
0.617,5,24,26,1,0,1,10,1
0.861,4,24,7,0,0,1,21,1
0.505,1,72,30,0,0,1,6,0
0.395,1,5,18,0,0,1,17,1
0.574,4,48,4,0,0,1,23,0
0.574,5,48,26,0,0,1,3,1
0.328,2,48,6,0,0,1,10,0
0.795,5,72,6,0,0,0,2,1
0.349,5,72,18,0,0,0,1,0
0.627,5,48,27,0,0,1,11,1
0.292,2,5,20,0,0,1,18,1
0.186,3,5,3,0,0,0,19,0
0.134,5,24,15,0,0,0,17,0
0.997,4,72,0,0,0,1,2,1
0.255,1,72,2,1,0,0,14,0
0.323,2,48,17,0,0,1,8,0
0.373,1,5,6,0,0,1,6,0
0.143,4,24,13,0,0,0,8,0
0.676,4,5,16,0,0,1,6,1
0.575,5,5,13,0,0,0,21,1
0.627,1,24,5,0,0,1,19,0
0.765,3,48,3,0,0,0,10,0
0.893,2,72,3,0,0,1,13,0
0.96,1,5,24,0,0,1,23,1
0.035,3,24,18,0,0,1,15,0
0.47,3,24,23,0,0,0,14,1
0.251,2,5,19,1,0,0,11,1
0.826,4,5,5,0,0,1,5,1
0.924,1,24,27,0,0,1,23,1
0.45,2,5,8,0,1,1,22,1
0.592,3,5,18,0,0,0,7,1
0.643,1,72,22,0,0,1,4,0
0.277,4,5,18,0,0,1,12,1
0.866,5,72,6,0,0,0,9,1
0.186,1,48,26,0,0,1,13,0
0.534,5,5,1,0,0,1,22,1
0.05,1,24,17,0,0,1,4,0
0.032,3,24,12,0,0,1,18,0
0.409,5,5,0,0,0,1,1,1
0.243,3,5,0,0,0,1,6,0
0.035,4,24,5,1,0,0,18,0
0.509,1,72,15,0,0,0,8,0
0.922,3,72,25,1,0,1,17,1
0.964,4,5,14,0,0,1,4,1
0.76,3,24,5,0,0,1,4,1
0.215,5,48,24,1,0,0,21,1
0.583,3,72,25,0,0,1,0,1
0.183,3,48,3,0,0,1,20,0
0.818,5,5,21,0,0,0,11,1
0.351,4,5,4,1,0,1,17,1
0.842,2,72,17,0,0,1,23,0
0.536,4,48,15,0,0,0,16,1
0.127,4,72,1,0,0,1,14,0
0.511,2,72,26,0,0,0,3,0
0.491,5,24,2,0,1,1,23,1
0.529,2,72,19,0,0,0,10,0
0.279,3,72,8,0,0,1,3,0
0.965,4,48,8,0,0,0,5,1
0.166,4,24,27,1,0,1,6,1
0.002,1,5,17,0,0,1,22,0
0.453,5,5,19,1,0,1,18,1
0.121,1,72,25,1,0,0,2,0
0.753,2,24,4,0,0,1,18,1
0.945,5,72,23,0,1,1,23,1
0.543,1,72,15,0,0,1,0,0
0.816,5,48,21,0,0,0,23,1
0.953,1,5,16,0,0,1,17,1
0.694,3,24,24,0,0,1,0,1
0.26,1,5,11,0,0,1,13,0
0.322,5,48,9,0,0,0,13,0
0.716,1,5,17,0,0,1,4,1
0.539,1,24,29,0,0,1,9,0
0.149,4,24,1,0,0,1,8,0
0.905,4,24,25,0,0,1,9,1
0.931,3,72,0,1,0,1,17,0
0.552,3,5,17,1,0,1,5,1
0.975,3,5,9,0,0,1,1,1
0.602,2,5,8,0,1,1,17,1
0.143,1,5,2,0,0,1,4,0
0.99,4,5,11,1,1,0,17,1
0.012,4,72,24,0,0,0,23,0
0.754,3,72,23,1,0,1,4,1
0.419,2,48,12,0,1,1,10,0
0.366,2,48,15,0,0,1,13,0
0.999,5,24,5,0,0,1,4,1
0.668,2,72,14,0,0,0,22,0
0.935,4,24,27,0,0,0,19,1
0.884,4,72,16,0,0,1,15,1
0.081,2,5,20,0,1,1,3,0
0.303,5,72,9,0,0,1,8,0
0.308,3,72,28,0,0,1,3,0
0.336,4,48,19,0,0,1,18,0
0.017,4,48,25,0,0,0,3,0
0.612,2,5,16,0,0,0,13,1
0.225,5,48,16,0,0,1,2,0
0.277,4,5,12,0,0,1,3,1
0.993,2,5,5,0,0,1,23,1
0.802,2,24,27,1,0,1,19,1
0.528,1,24,15,0,0,1,16,0
0.987,2,24,1,0,0,1,17,1
0.623,1,5,2,0,1,1,9,0
0.475,1,24,3,0,0,1,14,0
0.555,1,5,28,0,0,0,11,1
0.617,1,48,3,0,0,0,14,0
0.329,3,5,20,0,0,1,7,1
0.166,1,5,15,0,0,1,14,0
0.003,2,72,19,0,0,1,13,0
0.027,5,5,24,0,0,1,6,1
0.879,5,72,8,0,0,1,15,1
0.227,4,72,17,0,0,1,9,0
0.674,5,48,25,0,0,1,0,1
0.257,3,24,25,0,0,1,5,1
0.824,4,5,25,0,0,0,17,1
0.456,4,72,0,0,0,1,2,0
0.69,2,48,22,0,0,1,10,1
0.115,4,48,26,0,1,1,0,0
0.364,5,48,28,0,0,1,23,1
0.62,2,24,9,0,0,1,0,1
0.913,4,5,26,1,0,1,3,1
0.071,4,48,24,0,0,1,9,0
0.794,2,48,7,0,0,1,0,0
0.88,3,72,13,0,0,1,18,0
0.856,1,48,15,0,0,1,3,1
0.77,4,72,10,0,0,1,18,0
0.098,3,48,4,0,0,1,21,0
0.462,2,72,0,0,0,1,23,0
0.37,3,72,24,0,0,1,14,0
0.461,1,72,3,0,0,0,15,0
0.641,2,72,21,0,0,1,9,0
0.53,2,72,9,0,0,1,10,0
0.672,4,5,5,0,0,0,12,1
0.403,2,72,5,0,0,0,14,0
0.251,1,72,20,0,0,1,2,0
0.706,3,24,23,0,0,1,22,1
0.604,2,72,23,0,0,1,21,0
0.797,5,72,18,0,0,1,11,1
0.26,3,5,21,0,0,0,15,1
0.418,1,48,19,0,0,1,0,0
0.682,3,72,14,1,0,1,14,0
0.339,3,24,13,0,0,0,7,0
0.527,2,24,15,0,0,0,14,0
0.18,2,24,30,0,0,1,2,0
0.83,4,72,19,0,0,1,1,1
0.158,5,48,3,0,0,1,17,0
0.375,1,72,30,0,0,0,5,0
0.898,4,5,3,0,0,1,12,1
0.829,1,72,17,1,1,1,0,0
0.806,1,72,29,0,0,1,10,0
0.941,3,24,6,0,0,1,8,1
0.224,1,72,5,0,0,1,7,0
0.005,2,5,23,0,0,1,5,0
0.616,5,48,3,0,0,1,4,1
0.158,4,24,17,0,0,1,12,1
0.652,3,72,1,0,0,1,12,0
0.824,4,24,17,0,0,1,15,1
0.749,5,48,0,0,1,0,13,1
0.003,4,48,24,0,0,1,17,0
0.715,1,24,19,1,0,1,11,1
0.944,2,5,8,0,0,1,7,1
0.157,2,24,6,0,0,1,2,0
0.81,3,48,27,0,0,0,7,1
0.284,1,24,27,0,0,1,17,0
0.783,5,24,24,0,0,1,7,1
0.163,4,24,0,0,1,1,23,0
0.645,1,24,26,0,0,1,5,1
0.058,3,72,10,0,0,1,1,0
0.243,4,72,6,1,0,1,8,0
0.906,4,24,19,0,0,1,6,1
0.342,1,24,5,0,1,1,15,0
0.723,2,72,27,0,0,1,16,0
0.399,4,5,28,0,0,0,13,1
0.809,2,5,0,0,0,1,17,1
0.315,2,48,1,0,0,1,22,0
0.332,1,48,3,0,0,1,18,0
0.3,1,72,15,0,0,1,14,0
0.127,3,24,4,0,0,1,8,0
0.675,5,5,18,0,0,1,17,1
0.041,4,72,26,0,0,0,5,0
0.986,4,48,3,0,0,1,10,1
0.543,3,72,8,1,0,1,11,0
0.53,5,24,24,0,0,0,4,1
0.172,5,48,12,0,0,0,11,0
0.217,3,48,2,0,0,1,5,0
0.35,1,24,11,0,0,1,5,0
0.989,4,24,17,0,0,1,5,1
0.091,2,24,7,0,0,1,5,0
0.788,5,72,12,0,0,1,13,1
0.262,3,5,30,0,0,1,15,1
0.647,1,24,19,1,0,1,7,1
0.763,5,24,4,0,0,1,18,1
0.852,1,72,30,1,0,1,21,1
0.4,4,5,29,0,0,0,15,1
0.87,4,48,6,0,0,1,0,1
0.228,2,24,8,0,0,1,4,0
0.673,2,24,25,0,1,0,19,1
0.713,4,48,4,0,0,1,8,0
0.288,2,72,5,0,0,1,11,0
0.42,1,72,27,0,0,1,5,0
0.045,3,72,25,1,0,1,16,0
0.02,1,72,19,0,0,1,5,0
0.169,5,24,14,0,0,1,15,1
0.269,4,48,25,0,0,1,14,0
0.997,2,48,27,0,0,1,12,1
0.137,5,5,8,0,0,1,23,1
0.063,1,5,19,0,0,1,10,0
0.944,2,5,12,0,0,0,19,1
0.798,5,24,15,0,0,1,9,1
0.648,4,5,9,0,0,0,8,1
0.457,4,72,2,0,0,1,11,0
0.256,4,72,4,0,0,1,17,0
0.901,1,48,21,0,0,1,16,1
0.571,1,24,14,0,0,1,3,1
0.517,3,5,22,0,0,1,0,1
0.236,4,72,1,0,1,1,14,0
0.425,5,24,6,1,0,1,6,1
0.405,1,24,5,0,0,0,15,0
0.642,1,5,24,0,0,1,10,1
0.76,5,5,12,0,0,1,9,1
0.169,5,72,12,1,0,0,20,0
0.022,3,24,4,0,0,1,20,0
0.423,1,72,21,0,1,1,5,0
0.763,4,24,18,0,0,0,15,1
0.81,5,24,24,0,0,1,18,1
0.93,4,5,17,0,0,0,6,1
0.233,1,72,23,0,1,1,9,0
0.172,5,48,5,1,0,1,21,0
0.234,1,24,30,0,0,1,22,0
0.282,5,72,14,1,0,1,19,0
0.539,2,5,11,0,0,1,8,1
0.912,3,24,25,1,0,0,21,1
0.075,5,5,13,0,0,1,20,1
0.641,2,5,10,0,0,0,1,1
0.65,3,24,28,0,0,1,6,1
0.775,1,72,1,0,0,1,9,0
0.88,2,5,16,0,1,1,2,1
0.402,5,24,19,0,0,1,9,1
0.842,3,5,21,0,0,1,21,1
0.339,5,24,20,0,0,1,13,1
0.423,5,5,23,0,0,0,5,1
0.406,2,5,17,1,0,1,19,1
0.057,2,72,6,0,0,1,6,0
0.595,2,48,10,0,0,0,0,0
0.011,3,24,9,0,0,1,19,0
0.09,2,24,14,0,1,1,8,0
0.405,1,24,19,0,0,1,9,0
0.318,3,5,11,0,0,1,16,1
0.7,4,48,24,0,0,0,12,1
0.272,5,24,3,0,0,1,15,1
0.369,4,72,4,0,0,1,1,0
0.807,5,72,9,0,0,1,18,1
0.968,2,24,23,1,0,1,12,1
0.961,5,24,0,0,0,0,18,1
0.177,3,72,19,0,0,0,21,0
0.588,5,24,6,0,0,1,12,1
0.464,4,72,19,0,0,1,9,0
0.255,2,5,16,0,0,0,7,1
0.2,5,24,24,0,0,1,0,1
0.897,3,48,1,0,0,1,12,1
0.617,1,48,23,0,0,1,9,0
0.564,2,48,3,1,0,1,10,0
0.636,5,72,4,1,0,1,10,0
0.384,2,24,9,0,0,0,20,0
0.519,2,48,26,0,0,1,13,1
0.942,1,48,17,0,0,0,18,1
0.827,5,5,20,0,0,1,0,1
0.659,2,5,14,0,0,0,13,1
0.978,2,48,27,0,0,0,9,1
0.121,2,48,7,0,0,1,19,0
0.405,1,5,15,0,0,1,15,0
0.35,2,72,2,0,0,1,1,0
0.334,5,5,18,0,0,1,1,1
0.732,3,48,8,0,0,1,8,1
0.026,5,72,27,0,0,0,0,0
0.47,3,5,24,0,1,1,1,1
0.688,3,5,15,0,0,1,17,1
0.078,3,72,6,0,1,0,17,0
0.509,3,48,17,0,0,0,10,0
0.452,3,72,21,0,0,1,12,0
0.492,4,5,1,0,0,0,0,1
0.319,3,5,17,0,1,0,19,1
0.712,2,24,2,0,1,1,12,1
0.16,1,24,16,0,0,1,21,0
0.628,1,72,17,0,0,1,19,0
0.091,4,48,22,0,0,0,23,0
0.721,2,24,1,0,0,1,8,0
0.503,5,5,24,0,0,1,23,1
0.558,1,24,1,0,0,1,19,0
0.839,3,24,2,1,0,0,12,1
0.096,5,48,17,0,1,1,12,0
0.658,1,72,1,0,0,1,5,0
0.314,5,72,21,1,0,1,22,1
0.48,1,24,29,0,0,1,2,1
0.746,5,48,23,0,0,0,15,1
0.998,2,72,5,0,0,1,0,0
0.976,2,72,2,0,0,1,15,0
0.907,1,24,29,0,0,1,1,1
0.042,4,24,13,0,0,1,16,0
0.088,4,48,26,1,0,1,6,0
0.592,2,5,25,0,0,1,4,1
0.262,2,24,24,0,0,1,22,0
0.231,1,24,12,1,0,1,1,0
0.967,3,72,29,0,0,0,20,1
0.137,3,48,23,0,0,1,10,0
0.091,5,5,20,0,0,1,11,1
0.529,3,48,24,0,0,1,5,1
0.686,2,5,15,0,1,1,12,1
0.97,4,5,25,0,0,1,0,1
0.296,2,72,28,0,1,1,2,0
0.365,1,48,30,0,1,1,21,0
0.951,4,72,25,1,0,1,14,1
0.373,2,48,9,1,0,1,14,0
0.057,4,48,23,0,0,1,10,0
0.988,4,5,10,0,0,0,2,1
0.932,5,72,13,0,0,0,12,1
0.43,4,5,17,0,0,1,15,1
0.671,4,72,17,0,0,1,5,0
0.994,4,72,25,0,0,1,0,1
0.1,2,24,0,0,0,1,6,0
0.144,5,72,6,0,0,1,12,0
0.04,5,24,10,0,0,1,14,0
0.859,2,48,5,0,0,1,22,1
0.721,3,24,1,0,0,1,3,1
0.992,1,72,19,0,0,1,8,1
0.212,3,72,21,1,0,1,19,0
0.673,3,48,27,1,0,1,4,1
0.058,4,48,13,0,0,1,17,0
0.124,1,72,25,0,0,1,5,0
0.432,2,24,15,0,0,1,2,0
0.726,1,72,12,0,0,1,14,0
0.559,1,24,12,0,0,1,19,0
0.304,3,5,23,0,0,0,9,1
0.132,4,48,0,0,0,1,11,0
0.428,4,24,11,0,1,0,5,1
0.04,4,24,25,0,0,1,12,0
0.795,4,5,9,0,0,1,20,1
0.104,2,72,23,0,0,1,19,0
0.258,5,72,1,0,0,1,10,0
0.282,2,24,26,0,0,1,4,1
0.222,5,48,28,0,0,1,17,1
0.935,5,5,21,0,0,1,17,1
0.228,1,5,22,1,0,1,22,0
0.876,2,24,26,0,0,0,15,1
0.827,2,48,12,0,0,1,2,0
0.774,5,24,29,0,0,1,17,1
0.058,5,48,2,0,1,1,23,0
0.723,5,48,12,0,0,1,17,1
0.969,4,5,24,0,0,1,19,1
0.775,4,24,28,0,0,1,19,1
0.445,2,72,25,1,0,1,4,0
0.384,2,5,3,0,0,1,14,0
0.406,3,48,15,0,0,1,10,0
0.358,4,48,3,0,0,1,8,0
0.052,5,72,10,0,0,0,4,0
0.057,1,72,12,0,0,1,8,0
0.26,5,72,29,0,0,0,6,0
0.407,5,72,0,0,0,1,15,0
0.73,4,5,30,0,0,0,9,1
0.268,2,72,1,0,0,1,1,0
0.736,2,5,19,0,0,1,8,1
0.012,4,5,26,0,0,0,18,1
0.135,3,48,4,0,0,1,19,0
0.013,3,5,14,0,0,1,22,0
0.988,1,48,15,0,0,1,21,1
0.337,5,5,4,0,0,1,19,1
0.147,1,24,2,0,0,0,4,0
0.28,1,72,6,0,0,1,18,0
0.665,4,48,17,0,0,1,3,1
0.067,4,48,29,0,0,1,16,0
0.724,5,48,25,0,0,1,8,1
0.42,2,24,5,0,0,1,11,0
0.377,5,48,5,0,0,1,16,0
0.849,4,24,22,1,0,0,6,1
0.642,1,48,2,0,0,0,2,0
0.501,3,24,28,0,0,1,9,1
0.549,1,72,29,0,0,1,7,0
0.119,5,5,4,0,0,1,18,1
0.708,4,48,26,0,0,1,20,1
0.671,5,48,25,0,0,1,8,1
0.791,4,72,10,0,0,1,17,0
0.685,4,24,14,0,0,1,15,1
0.558,3,48,16,0,0,1,5,1
0.55,5,48,17,0,0,1,4,1
0.685,4,5,4,0,0,1,3,1
0.786,5,5,20,0,0,1,17,1
0.928,5,72,27,0,0,1,4,1
0.027,4,5,29,0,0,0,19,1
0.118,4,24,7,0,0,1,12,0
0.893,2,48,28,0,0,0,21,1
0.902,1,24,22,0,0,1,16,1
0.862,2,24,10,0,0,0,14,1
0.102,2,24,3,0,0,1,10,0
0.905,3,24,20,1,0,1,23,1
0.274,3,48,1,0,0,1,3,0
0.311,3,72,30,1,0,1,4,0
0.978,3,5,6,0,0,1,20,1
0.819,5,5,23,1,0,0,14,1
0.538,2,24,20,0,0,1,11,1
0.292,4,72,18,0,1,0,7,0
0.423,4,48,26,1,0,0,19,1
0.219,4,24,27,1,0,1,14,1
0.16,2,72,7,1,0,1,23,0
0.038,5,5,10,0,0,1,20,1
